소재지,장례식장 이름,주소,전화번호
충북,대소장례식장,충청북도 음성군 대소면 대금로 567-7 (태생리),043-883-4440
충북,제일조은병원장례식장,충청북도 음성군 금왕읍 음성로1230번길 12 (금석리),043-877-4444
충북,농협연합장례식장,충청북도 음성군 금왕읍 대금로1278번길 32 (오선리),043-883-4444
충북,감곡장례식장,충청북도 음성군 감곡면 음성로 2512 (오향리),043-882-4444
충북,단양군립노인요양병원장 례식장,"충청북도 단양군 단양읍 별곡6길 10 (별곡리, 단양군노인요양전문병원)",043-423-0044
충북,단양장례식장,"충청북도 단양군 단양읍 수양개유적로 6 (상진리, 단양장례식장)",043-421-4444
충남,천안의료원장례식장,충청남도 천안시 동남구 충절로 537 (삼룡동),041-570-7044
충남,순천향천안장례식장,"충청남도 천안시 동남구 순천향6길 30 (봉명동, 순천향대학교천안병원)",041-570-2444
충남,로고스요양병원 장례식장,충청남도 천안시 동남구 청수로 123-11 (구성동),041-414-4445
충남,남천안장례식장,"충청남도 천안시 동남구 천안대로 215 (삼룡동, 천안효요양병원)",041-523-4444
충남,단국대학교병원 천안장례식장,충청남도 천안시 동남구 망향로 201 (안서동),041-550-7474
충남,천안하늘공원장례식장,충청남도 천안시 동남구 만남로 114 (신부동),041-553-8000
충남,천안삼거리국화원장례식 장,"충청남도 천안시 동남구 충절로 575 (삼룡동, 천안삼거리장례식장)",041-562-4444
충남,중앙장례식장,충청남도 천안시 동남구 대흥로 170 (사직동),041-558-4444
충남,보람상조라이프(주)천안 국빈장례식장,"충청남도 천안시 동남구 풍세로 835, 천안국빈장례식장 (용곡동, 청담웨딩홀)",041-578-0082
충남,성월장례문화원,충청남도 천안시 서북구 성환읍 천안대로 2096 (성월리),041-588-4444
충남,천안충무병원 국화원장례식장,충청남도 천안시 서북구 다가말3길 8 (쌍용동),041-360-1059
충남,천안장례식장,충청남도 천안시 서북구 성거읍 모전1길 213 (모전리),041-585-4000
충남,공주의료원장례식장,충청남도 공주시 무령로 77 (웅진동),041-962-1444
충남,금강쉴낙원장례식장,충청남도 공주시 우성면 약천길 19 (도천리),041-853-4446
충남,이인농협장례식장,충청남도 공주시 이인면 검바위로 9 (달산리),041-853-4400
충남,계룡장례식장,충청남도 공주시 창벽로 182 (소학동),041-853-4444
충남,공주장례식장,충청남도 공주시 치미마을길 4 (신관동),041-854-1122
충남,신풍장례문화원,충청남도 공주시 신풍면 차동로 1817-34 (백룡리),041-841-4442
충남,보령수협장례식장,충청남도 보령시 대해로 258-9 (남곡동),041-932-4004
충남,남포보령장례식장,충청남도 보령시 남포면 보령남로 391 (옥동리),041-932-0505
충남,충남보령아산병원장례식 장,충청남도 보령시 죽성로 136-1 (죽정동),041-930-5631
충남,대천역전장례식장,충청남도 보령시 해안로 45 (내항동),02-932-1414
충남,웅천장례식장,충청남도 보령시 웅천읍 충서로 1141 (두룡리),041-931-3444
충남,교원예움 아산장례식장,"충청남도 아산시 신정로 713 (방축동62-7, 방축동 42-1)",041-549-4441
충남,아산유리요양병원 장례식장,"충청남도 아산시 도고면 도고면로 179,아산유리요양병원 (기곡리)",041-549-1044
충남,배방장례식장,충청남도 아산시 배방읍 갈산교로 38 (구령리),041-544-1500
충남,온양장례식장,충청남도 아산시 곡교천로 171 (온천동),041-547-4444
충남,제일장례식장,"충청남도 아산시 시민로 40 (신인동, 장례문화원)",041-545-4444
충남,아산충무병원 국화원,충청남도 아산시 문화로 381 (모종동),041-548-7444
충남,한국병원장례식장,충청남도 아산시 번영로230번길 13 (모종동),041-531-4444
충남,서산의료원상례원,충청남도 서산시 중앙로 149 (석림동),041-689-7444
충남,중앙병원장례식장,충청남도 서산시 수석산업로 5 (수석동),041-669-1414
충남,우리요양병원 장례식장,충청남도 서산시 동헌로 15 (석남동),041-664-4449
충남,서산시민장례식장,충청남도 서산시 잠홍2길 21 (잠홍동),041-664-4500
충남,백제병원장례식장,충청남도 논산시 시민로294번길 14 (내동),041-735-1022
충남,서논산장례식장,충청남도 논산시 성동면 논산평야로 92 (원북리),041-733-4040
충남,강경장례식장,충청남도 논산시 강경읍 여강로 1293 (채산리),041-745-4401
충남,황산장례문화원,충청남도 논산시 계백로 1161 (덕지동),041-733-4447
충남,놀뫼시민장례원,충청남도 논산시 원댕이길 12 (내동),041-733-0404
충남,쉴낙원 논산장례식장,충청남도 논산시 부적면 부황리 139-21,041-733-4444
충남,우리하늘장례원,충청남도 논산시 연무읍 안심로 280 (안심리),041-741-4404
충남,당진중앙장례식장,충청남도 당진시 송악읍 조비실길 47 (광명리),041-358-3000
충남,쉴낙원 당진장례식장,"충청남도 당진시 남부로 28 (채운동, 당진장례식장)",041-354-4444
충남,당진종합병원장례식장,충청남도 당진시 반촌로 5-15 (시곡동),041-358-4414
충남,신평장례식장,충청남도 당진시 신평면 말목길 22-33 (금천리),041-363-4446
충남,합덕장례식장,"충청남도 당진시 합덕읍 합덕시장로 174-1,지하 (운산리, 서울병원)",041-363-0440
충남,새금산병원장례식장,충청남도 금산군 금산읍 금산로 1279 (하옥리),041-754-4474
충남,(주)금산동백장례식장,충청남도 금산군 군북면 은골길 20 (호티리),041-751-4444
충남,금강장례식장,충청남도 부여군 부여읍 백제문화로429번길 9 (자왕리),041-834-0100
충남,규암농협장례식장,"충청남도 부여군 규암면 반산로 30 (반산리, 부여장례식장)",041-837-0180
충남,주식회사 건양대부여장례식장,"충청남도 부여군 부여읍 계백로 200 (동남리, 건양대부여병원)",041-837-4441
충남,구룡장례식장,충청남도 부여군 구룡면 흥수로 32 (동방리),041-833-4444
충남,사비장례문화원,충청남도 부여군 규암면 충절로 2163 (외리),041-835-4100
충남,서천장례식장,충청남도 서천군 종천면 충서로 179 (화산리),041-952-4402
충남,서천한국장례식장,충청남도 서천군 마서면 어리길 205-7 (어리),041-952-0004
충남,서해병원장례식장,충청남도 서천군 서천읍 서천로 184 (사곡리),041-953-4440
충남,동서천 장례식장,충청남도 서천군 기산면 충절로 1035-4 (광암리),041-951-8003
충남,장례식장상예원,충청남도 서천군 장항읍 장항산단로 344 (옥산리),041-957-0004
충남,참사랑장례식장,충청남도 서천군 장항읍 장항로91번길 40 (화천리),041-956-3344
충남,합자회사 서서천장례문화원,충청남도 서천군 비인면 충서로 862 (선도리),041-952-7778
충남,청양농협 장례식장,"충청남도 청양군 청양읍 충절로 1379 (학당리, 청양장례식장)",041-942-4600
충남,정산미당장례식장,충청남도 청양군 장평면 충의로 797 (미당리),041-942-4447
충남,청양훈병원장례식장,충청남도 청양군 청양읍 칠갑산로 157 (송방리),041-943-8441
충남,홍성의료원장례식장,충청남도 홍성군 홍성읍 조양로 224 (고암리),041-630-6244
충남,장곡농협홍주장례식장,충청남도 홍성군 구항면 충서로966번길 32 (청광리),041-634-4444
충남,홍성추모공원 장례식장,충청남도 홍성군 금마면 금마로516번길 85 (봉서리),041-631-9944
충남,홍성장례식장,충청남도 홍성군 금마면 금마로 254 (덕정리),041-631-4414
충남,신광천장례식장,충청남도 홍성군 은하면 충서로 93 (장척리),041-641-4466
충남,예산종합병원장례식장,충청남도 예산군 예산읍 금오대로 94 (산성리),041-331-4444
충남,예산명지병원장례식장,충청남도 예산군 예산읍 신례원로 26 (관작리),041-334-0443
충남,청담장례문화원,충청남도 예산군 예산읍 차동로 1451 (대회리),041-331-7000
충남,예산장례식장,충청남도 예산군 오가면 오가중앙로 81-17 (역탑리),041-334-4441
충남,고덕장례문화원,충청남도 예산군 고덕면 예덕로 592 (대천리),041-337-4440
충남,예산중앙장례식장,충청남도 예산군 예산읍 마상길 11 (주교리),041-331-4448
충남,태안군보건의료원 상례원,"충청남도 태안군 태안읍 서해로 1952-16 (평천리, 태안군보건의료원)",041-671-5201
충남,(주)안면도장례식장,충청남도 태안군 안면읍 안면대로 2642(정당리),041-672-0444
전북,대한장례식장,전라북도 전주시 완산구 구이로 2050. 대한장례식장 (평화동3가),063-227-4444
전북,대송장례식장,전라북도 전주시 덕진구 동부대로 1015 (송천동2가),063-274-4300
전북,효사랑장례문화원,"전라북도 전주시 완산구 용머리로 77 (효자동1가, 효사랑가족요양병원)",063-250-4444
전북,(주)모악장례문화원,전라북도 전주시 완산구 우림로 1109 (삼천동2가),063-221-4400
전북,(주)금성장례식장,전라북도 전주시 덕진구 가리내로 670 (송천동2가),063-276-4444
전북,(유)예수병원장례식장,"전라북도 전주시 완산구 서원로 365 (중화산동1가, 예수병원)",063-285-1009
전북,효자장례타운,전라북도 전주시 완산구 콩쥐팥쥐로 1705-36 (효자동3가),063-228-4441
전북,전북대학교병원장례식장,"전라북도 전주시 덕진구 건지로 20 (금암동, 전북대학병원)",063-250-1439
전북,뉴타운장례식장,전라북도 전주시 완산구 노송광장로 60 (서노송동),063-284-4444
전북,삼성장례문화원,전라북도 전주시 덕진구 동부대로 937 (호성동2가),063-247-1003
전북,온고을장례식장,전라북도 전주시 덕진구 온고을로 438-2 (만성동),063-211-5000
전북,엠마오사랑병원장례식장,전라북도 전주시 완산구 서원로 402-35 (중화산동1가),063-285-4411
전북,시티장례문화원,전라북도 전주시 완산구 콩쥐팥쥐로 1614 (상림동),063-274-4444
전북,전주시민장례문화원,전라북도 전주시 완산구 유연로 27 (효자동3가),063-263-4444
전북,(유)현대장례식장,전라북도 전주시 덕진구 초포다리로 64 (호성동1가),063-275-4444
전북,전주고려병원장례식장,전라북도 전주시 덕진구 안덕원로 367 (산정동),063-242-9944
전북,동전주 장례문화원,전라북도 전주시 덕진구 금상길 69 (금상동),063-243-4444
전북,군산장례식장,전라북도 군산시 공단대로 700 (소룡동),063-468-4119
전북,월명장례식장,전라북도 군산시 미룡갈마길 75 (신관동),063-468-4851
전북,동군산병원장례예식장,전라북도 군산시 조촌로 155 (조촌동),063-441-4444
전북,시민장례문화원,"전북특별자치도 군산시 잠두1길 49,시민장례문화원 (구암동)",063-453-4444
전북,(유)은파장례문화원,전라북도 군산시 미성로 512 (미룡동),063-445-4444
전북,군산의료원장례식장 오행원,전라북도 군산시 의료원로 27 (지곡동),063-472-5740
전북,대명아임레디 군산중앙장례식장,전라북도 군산시 공단대로 153 (미장동),063-442-4444
전북,모현장례문화원,전라북도 익산시 오산면 무왕로2길 321-20 (장신리),063-853-9889
전북,백제장례예식장,전라북도 익산시 함열읍 익산대로 1493 (석매리),063-861-5300
전북,실로암사랑요양병원장례 식장,전라북도 익산시 선화로 389 (영등동),063-858-4444
전북,(유)신광 익산병원장례식장,"전라북도 익산시 무왕로 969 (신동, 익산병원)",063-851-9444
전북,원광대학교병원장례문화 원(천도장례식장),전라북도 익산시 무왕로 895 (신동),063-855-1734
전북,(유)익산팔봉장례식장,"전라북도 익산시 무왕로 1671 (덕기동, 익산팔봉장례식장)",063-833-8080
전북,(유)동이리장례식장,전라북도 익산시 서동로 5 (인화동2가),063-843-4444
전북,함열장례식장,전라북도 익산시 함열읍 정동1길 6-9 (와리),063-862-4444
전북,(유)한솔장례식장,전라북도 익산시 무왕로 1471-22 (팔봉동),063-838-7444
전북,(유)우석개발,전라북도 익산시 목천로 118 (목천동),063-837-4444
전북,정읍아산병원장례식장,전라북도 정읍시 충정로 606-22 (용계동),063-530-6644
전북,유림장례식장,"전라북도 정읍시 명덕로 54 (연지동, 유림웨딩홀)",063-534-4444
전북,정읍장례문화원,전라북도 정읍시 벚꽃로 131 (연지동),063-535-7777
전북,정다운장례문화원,"전라북도 정읍시 관통로 27 (시기동, 정다운병원)",063-530-1044
전북,정읍장례식장,전라북도 정읍시 고부면 영원로 222-15 (만수리),063-536-4441
전북,정읍호남장례식장,전라북도 정읍시 정읍남로 1252 (시기동),063-533-4500
전북,정읍사랑병원장례식장,전라북도 정읍시 상동중앙로 94 (상동),063-538-4444
전북,신태인장례식장,전라북도 정읍시 신태인읍 신태인공단길 16 (백산리),063-571-6300
전북,한서장례식장,전라북도 정읍시 월천안길 14 (하모동),063-570-7044
전북,엠지(MG)새마을금고 장례식장,"전라북도 남원시 요천로 1237 (조산동, 장례식장)",063-636-4141
전북,남원의료원장례식장,"전라북도 남원시 충정로 365 (고죽동, 남원의료원)",063-620-1140
전북,남원장례식장,전라북도 남원시 충정로 265-7 (월락동),063-635-4444
전북,인월장례식장,전라북도 남원시 인월면 황산로 1735 (서무리),063-632-9400
전북,김제장례식장,전라북도 김제시 벽성로 614 (검산동),063-548-4700
전북,새만금장례식장,전라북도 김제시 하동1길 33 (하동),063-545-0033
전북,김제 중앙병원 장례식장,전라북도 김제시 동서로 77(교동),063-548-8844
전북,김제우석병원장례식장,전라북도 김제시 서암4길 45 (서암동),063-543-4484
전북,삼봉장례식장,전라북도 완주군 삼례읍 과학로 466 (신탁리),063-261-4445
전북,봉동호스피스장례식장,전라북도 완주군 용진읍 완주로 807 (신지리),063-261-4444
전북,한길장례식장,전라북도 완주군 봉동읍 낙평남북로 104-17 (낙평리),063-261-4441
전북,진안군의료원장례식장,전라북도 진안군 진안읍 진무로 1145 (군상리),063-430-7070
전북,무주군보건의료원장례식 장,"전라북도 무주군 무주읍 한풍루로 413 (당산리, 무주군보건의료원)",063-320-8337
전북,장계 공설장례식장,전라북도 장수군 장계면 진장로 1876 (무농리),063-351-4444
전북,장수군보건의료원장례식 장,"전라북도 장수군 장수읍 장천로 247 (장수리, 장수보건의료원)",063-351-8050
전북,임실 중앙장례식장,전라북도 임실군 임실읍 호국로 1767 (이도리),063-644-6666
전북,오수장례식장,전라북도 임실군 오수면 춘향로 1483 (금암리),063-644-0444
전북,임실군보건의료원장례식 장,전라북도 임실군 임실읍 호국로 1680 (이도리),063-644-3190
전북,순창온누리장례식장,전라북도 순창군 순창읍 남계로 14 (교성리 659-24),063-653-4482
전북,순창군보건의료원장례식 장,"전라북도 순창군 순창읍 교성로 135 (교성리, 순창군보건의료원)",063-650-5444
전북,순창현대장례식장,전라북도 순창군 순창읍 교성로 141-21 (가남리),063-653-4444
전북,순창장례식장,전라북도 순창군 순창읍 순창로 89 (가남리),063-653-6644
전북,고창우리장례식장,전라북도 고창군 고창읍 녹두로 1313-6 (읍내리),063-564-3322
전북,고인돌장례식장,"전라북도 고창군 고창읍 녹두로 1295 (읍내리, 고인돌장례식장)",063-562-3223
전북,새고창장례식장,전라북도 고창군 고창읍 고인돌대로 1763 (읍내리),063-563-1001
전북,흥덕장례식장,전라북도 고창군 흥덕면 고인돌대로 2582-7 (흥덕리),063-564-4440
전북,혜성병원장례식장,"전라북도 부안군 부안읍 부령로 34 (선은리, 혜성병원)",063-584-4300
전북,부안호남장례식장,전라북도 부안군 행안면 부안로 2563 (신기리),063-581-1004
전북,부안효병원장례식장,전라북도 부안군 행안면 염소로 25 (역리),063-582-3939
전남,목포장례문화원,전라남도 목포시 고하대로 1140-41 (대양동),061-242-4400
전남,서해안장례식장,전라남도 목포시 고하대로 797 (연산동),061-246-4444
전남,정다운 장례식장,전라남도 목포시 영산로 710-11 (석현동),061-287-9444
전남,세안종합병원장례식장,전라남도 목포시 고하대로 795-2 (연산동),061-276-4444
전남,목포성심장례문화원,전라남도 목포시 산계길 4-9 (대양동),061-261-4444
전남,목포현대병원장례식장,전라남도 목포시 용당로 322-1 (용해동),061-270-9708
전남,목포기독병원장례식장,전라남도 목포시 백년대로 303 (상동),061-283-4444
전남,목포시의료원장례식장,"전라남도 목포시 이로로 18 (용해동, 목포시의료원)",061-246-0044
전남,참사랑장례식장,전라남도 목포시 차범석길35번길 9 (북교동),061-244-4400
전남,중앙병원장례식장,전라남도 목포시 영산로 623 (석현동),061-262-6666
전남,한국병원장례식장,전라남도 목포시 영산로 483 (상동),061-270-5440
전남,금호장례식장,전라남도 목포시 용당로384번길 32 (용해동),061-272-0400
전남,삼목장례프리드,전라남도 목포시 청호로220번길 17 (산정동),061-274-4441
전남,목포봉황장례문화원,전라남도 목포시 삼학로 154 (산정동),061-242-2222
전남,효사랑장례식장,전라남도 목포시 백년대로231번길 13 (상동),061-242-7000
전남,전남중앙병원장례식장,전라남도 목포시 고하대로 724 (산정동),061-273-4444
전남,목포하당장례식장,전라남도 목포시 백년대로231번길 13-1 (상동),061-272-4444
전남,삼성장례식장,전라남도 목포시 삼학로 32 (호남동),061-244-2266
전남,여수제일병원장례식장,전라남도 여수시 학동1길 24 (학동),061-692-4444
전남,여수강남요양병원장례식 장,전라남도 여수시 진남로 15 (충무동),061-641-4444
전남,여수장례식장,전라남도 여수시 신월로 435 (신월동),061-688-4444
전남,호남장례식장,전라남도 여수시 신월로 438 (신월동),061-641-0404
전남,여천전남병원장례식장,전라남도 여수시 무선로 95 (선원동),061-691-4444
전남,경산장례식장,전라남도 여수시 시청로 145 (선원동),061-681-4444
전남,보람여수장례식장(여수보 람장례식장),전라남도 여수시 소라면 무선로 339 (덕양리),061-684-4444
전남,여수전남병원장례식장,"전라남도 여수시 광무1길 28-6 (광무동, 전남병원장례식장)",061-642-4444
전남,여천장례식장,전라남도 여수시 좌수영로 749 (봉계동),061-685-4444
전남,성가롤로병원장례식장,"전라남도 순천시 순광로 221 (조례동, 성가롤로병원)",061-900-4444
전남,순천의료원장례식장,"전라남도 순천시 서문성터길 2 (매곡동, 순천의료원)",061-759-9090
전남,순천중앙병원장례식장,"전라남도 순천시 장명로 5 (장천동, 중앙병원)",061-744-0444
전남,순천한국병원장례식장,전라남도 순천시 우명길 42 (연향동),061-723-4444
전남,메디팜병원장례식장,전라남도 순천시 양율길 306 (인월동),061-741-4411
전남,정원장례식장,전라남도 순천시 서면 삼산로 290 (선평리),061-754-4444
전남,영산포농협장례식장,전라남도 나주시 영산포로 30-50 (이창동),061-334-4440
전남,나주예림장례식장,전라남도 나주시 예향로 3795 (이창동),061-335-4406
전남,영산포제일병원장례식장,전라남도 나주시 대기2길 12 (이창동),061-334-1444
전남,나주애향장례식장,전라남도 나주시 청동길 147 (청동),061-334-9000
전남,나주장례식장,전라남도 나주시 건재로 85 (대호동),061-332-8114
전남,나주한국병원장례식장,전라남도 나주시 동점문길 7 (성북동),061-334-4111
전남,빛가람종합병원장례식장,전라남도 나주시 정보화길 49(빛가람동),061-820-0844
전남,나주종합병원장례식장,전라남도 나주시 영산로 5419 (성북동),061-332-4461
전남,(주)예담 활주로장례식장,전라남도 나주시 산포면 산남로 137(등정리),061-332-4441
전남,나주효사랑병원장례식장,전라남도 나주시 금천면 영산로 5891-9 (촌곡리),061-332-4454
전남,㈜영산포한우리장례식장,전라남도 나주시 왕곡면 영산포로 30-11 (장산리),061-335-4949
전남,나주중앙요양병원장례식 장,전라남도 나주시 영산로 5406 (성북동),061-333-0444
전남,광양우리병원장례식장,전라남도 광양시 광양읍 숲샘길 80 (인서리),061-761-4445
전남,가야장례식장,전라남도 광양시 광양읍 인덕로 1183 (구산리),061-763-4444
전남,동광양장례식장,전라남도 광양시 불로로 30-1 (성황동),061-795-7700
전남,광양서울병원장례식장,"전라남도 광양시 진등길 93 (마동, 광양서울병원)",02-794-4440
전남,옥곡장례식장,전라남도 광양시 옥곡면 강변로 448 (신금리),061-793-4444
전남,(주)광양장례식장,전라남도 광양시 광양읍 해광로 897 (덕례리),061-761-5500
전남,광양백운장례식장,전라남도 광양시 광양읍 제철로26번길 19(목성리) (광양경찰서앞),061-761-0004
전남,담양제일장례식장,전라남도 담양군 담양읍 추성로 1198 (양각리),061-382-1111
전남,담양동산병원장례식장,전라남도 담양군 담양읍 죽향대로 1203 (백동리),061-383-0000
전남,새마을장례식장,전라남도 담양군 담양읍 죽향문화로 287 (만성리),061-383-4444
전남,석곡농협장례식장,전라남도 곡성군 석곡면 주석로 657-5 (석곡리),061-362-0088
전남,우리장례식장,전라남도 곡성군 옥과면 천변로 83 (율사리),061-362-6666
전남,곡성섬진장례식장,전라남도 곡성군 곡성읍 곡성로 935 (읍내리),061-362-9200
전남,곡성옥과장례식장,전라남도 곡성군 겸면 곡순로 2088 (가정리),061-362-4448
전남,곡성장례식장,전라남도 곡성군 곡성읍 중앙로 26-8 (죽동리),061-362-7575
전남,금송장례식장,전라남도 곡성군 곡성읍 곡성로 775 (읍내리),061-363-0444
전남,(주)구례장례식장,전라남도 구례군 구례읍 용방로 15 (백련리),061-782-0444
전남,구례병원장례식장,전라남도 구례군 구례읍 동편제길 4 (봉북리),061-783-4344
전남,새미소요양병원장례식장,"전라남도 구례군 구례읍 구례로 28 (신월리, 지리산요양병원)",061-783-4440
전남,우주장례식장,전라남도 고흥군 고흥읍 봉동주공길 56-16 (호형리),061-832-4000
전남,녹동농협 장례식장,전라남도 고흥군 도양읍 거금로 80 (봉암리),061-840-7778
전남,거금장례식장,전라남도 고흥군 금산면 거금일주로 2901 (석정리),061-844-4444
전남,유한회사보람,전라남도 고흥군 고흥읍 고흥로 1935 (남계리),061-830-3300
전남,녹동현대병원장례식장,전라남도 고흥군 도양읍 차경구렁목길 211 (용정리),061-843-4444
전남,고흥봉황장례식장,전라남도 고흥군 고흥읍 신호산장길 3 (호형리),061-833-4442
전남,벌교삼성병원장례식장( 삼호병원장례식장),전라남도 보성군 벌교읍 남하로 12 (장좌리),061-858-4452
전남,벌교장례식장,전라남도 보성군 벌교읍 남하로 26 (장좌리),061-858-4000
전남,보성아산병원장례식장,전라남도 보성군 미력면 가평길 36-17 (초당리),061-850-3444
전남,벌교중앙장례식장,전라남도 보성군 벌교읍 원동길 89 (척령리),061-857-3000
전남,춘추장례식장,전라남도 보성군 벌교읍 원동길 81 (척령리),061-858-4441
전남,보성우리장례식장,전라남도 보성군 보성읍 봉화로 166-5 (보성리),061-852-4445
전남,보성장례식장,전라남도 보성군 보성읍 송재로 289 (보성리),061-853-4404
전남,화순전남대학교병원장례 식장,"전라남도 화순군 화순읍 서양로 322 (일심리, 화순전남대학교병원)",061-379-7444
전남,(주)제이엔에이실업,전라남도 화순군 화순읍 중앙로 8 (교리),061-370-4444
전남,화순장례식장,전라남도 화순군 화순읍 충의로 167 (일심리),061-373-4444
전남,고려장례식장,전라남도 화순군 화순읍 충의로 109 (광덕리),061-375-4500
전남,장흥우리병원중앙장례식 장,전라남도 장흥군 장흥읍 남부관광로 6 (건산리),061-863-4444
전남,관산정남진장례식장,전라남도 장흥군 관산읍 관산로 133 (남송리),061-867-4400
전남,장흥병원장례식장,전라남도 장흥군 장흥읍 흥성로 74 (건산리),061-864-4444
전남,관산장례식장,전라남도 장흥군 관산읍 죽교상하발로 13 (죽교리),061-867-8444
전남,대덕회진장례식장,전라남도 장흥군 대덕읍 가학회진로 35-85 (가학리),061-867-0444
전남,강진의료원장례식장,"전라남도 강진군 강진읍 탐진로 5 (서성리, 강진의료원)",061-430-1004
전남,강진영락장례식장,전라남도 강진군 강진읍 보은로 200 (동성리),061-433-3950
전남,강진군산림조합추모관장 례식장,전라남도 강진군 강진읍 해강로 1437 (서성리),061-430-5444
전남,마량장례식장,전라남도 강진군 마량면 청자로 2340 (마량리),061-434-1111
전남,강진장례식장,전라남도 강진군 강진읍 청자로 75-9 (목리),061-432-4004
전남,해남국제장례식장,전라남도 해남군 해남읍 남부순환로 321-37 (용정리),061-536-4494
전남,우수영장례식장,전라남도 해남군 문내면 관광레저로 534-5 (난대리),061-533-4440
전남,해남현대장례식장,전라남도 해남군 해남읍 남부순환로 345 (용정리),061-537-2222
전남,해남종합병원장례식장,"전라남도 해남군 해남읍 해남로 45 (해리, 해남종합병원)",061-533-4444
전남,해남우리병원장례식장,전라남도 해남군 옥천면 해남로 597 (영신리),061-532-4446
전남,해남군산림조합장례식장,전라남도 해남군 해남읍 신안길 2-22 (고도리),061-532-4444
전남,해남장례식장,전라남도 해남군 해남읍 해남로 160-56 (신안리),061-534-4441
전남,영암농협장례식장,전라남도 영암군 영암읍 낭주로 49 (춘양리),061-472-5544
전남,영암효병원장례식장,"전라남도 영암군 덕진면 예향로 1764 (덕진리, 효병원)",061-471-4441
전남,제일장례문화원,전라남도 영암군 영암읍 예향로 1688 (망호리),061-472-0777
전남,영암장례식장,"전라남도 영암군 영암읍 낭주로 49-1 (춘양리, 영암장례식장)",061-471-4884
전남,낙원장례식장,전라남도 영암군 미암면 잿등로 276 (채지리),061-472-4444
전남,대성장례식장,전라남도 무안군 삼향읍 국사로 5-9 (맥포리),061-247-4444
전남,무안제일병원 무안장례식장,전라남도 무안군 무안읍 무안로 567-1 (성동리),061-454-9340
전남,무안초당병원장례식장,"전라남도 무안군 무안읍 성남1길 97-2 (성남리, 동남호텔예식장)",061-454-4040
전남,남악장례식장,전라남도 무안군 삼향읍 남악로250번길 59-30 (남악리),061-285-0444
전남,(유)무안병원장례식장,전라남도 무안군 무안읍 몽탄로 65 (성동리),061-453-0068
전남,남악정다운요양병원 장례식장(휴업),전라남도 무안군 삼향읍 삼일로 13-1 (임성리),061-271-4444
전남,함평농협장례식장,전라남도 함평군 함평읍 남일길 238-71 (대덕리),061-323-4444
전남,문장장례식장,전라남도 함평군 해보면 밀재로 1350 (문장리),061-323-7100
전남,함평장례식장,전라남도 함평군 함평읍 중앙길 124 (기각리),061-324-4440
전남,영광종합병원장례식장,전라남도 영광군 영광읍 와룡로 3 (단주리),061-350-8044
전남,영광장례식장,전라남도 영광군 영광읍 영대로 238 (무령리),061-350-6000
전남,옥당장례식장,전라남도 영광군 영광읍 천년로 1371-20 (신하리),061-352-4401
전남,법성장례식장,전라남도 영광군 법성면 연우로 72 (법성리),061-356-4444
전남,제일장례식장,전라남도 영광군 영광읍 옥당로 308-3 (월평리),061-351-3131
전남,영광농협장례식장(영광 낙원장례식장),전라남도 영광군 영광읍 영대로 213 (월평리),061-353-0444
전남,산림조합 장성장례식장,전라남도 장성군 장성읍 역전로 155 (기산리),061-394-0444
전남,장성병원장례식장,전라남도 장성군 장성읍 역전로 171 (영천리),061-393-4444
전남,삼성장례식장,전라남도 완도군 완도읍 농공단지1길 24 (가용리),061-555-4455
전남,완도대성병원장례식장,전라남도 완도군 완도읍 청해진동로 63 (가용리),061-554-4456
전남,완도장례식장,전라남도 완도군 완도읍 장보고대로 15 (가용리),061-552-4444
전남,고금번영회장례식장,전라남도 완도군 고금면 고금동로 117 (덕암리),061-555-4400
전남,노화장례문화센터,전라남도 완도군 노화읍 노화로 789 (이포리),02-554-0444
전남,진도군산림조합직영추모 관장례식장,전라남도 진도군 진도읍 진도대로 7143-10 (쌍정리),061-543-4040
전남,진도장례식장,전라남도 진도군 진도읍 진도대로 7207 (동외리),061-544-4744
전남,진도전남병원장례식장,"전라남도 진도군 진도읍 남문길 12-11 (남동리, 진도전남병원)",061-544-4441
전남,북신안농협장례식장,전라남도 신안군 지도읍 해제지도로 979-47 (광정리),061-275-4440
경북,포항시민전문장례식장,경상북도 포항시 북구 새천년대로 1191 (장성동),054-253-4444
경북,교원예움 포항국화원장례식장,경상북도 포항시 남구 희망대로 644 (대잠동),054-272-4444
경북,경상북도포항의료원 장례식장,경상북도 포항시 북구 용흥로 36 (용흥동),054-245-0444
경북,포항성모병원장례식장,"경상북도 포항시 남구 대잠동길 17 (대잠동,포항성모병원)",054-260-8048
경북,포항세명기독병원장례식 장,경상북도 포항시 남구 상공로 120 (대도동),054-289-1919
경북,시티병원장례식장,경상북도 포항시 북구 장성동1495-1 장량로31번길56 지하1,054-231-4444
경북,흥해경희요양병원장례식 장,경상북도 포항시 북구 흥해읍 동해대로 1515 (옥성리),054-262-4411
경북,오천삼성병원장례식장,경상북도 포항시 남구 오천읍 충무로 10 (용덕리),054-292-6789
경북,포항e병원장례식장,경상북도 포항시 북구 중흥로 227 (죽도동),054-272-4414
경북,천상포항장례식장,경상북도 포항시 남구 오천읍 송덕로 324,054-291-9000
경북,쉴낙원 포항제일장례식장,"경상북도 포항시 남구 해병로 63 (청림동, 포항제일장례식장)",054-293-4004
경북,경주전문장례식장,경상북도 경주시 유림로97번길 45 (황성동),054-744-4000
